energy,xs
3000,2.8462969058312576e-48
4000,4.414652498109173e-47
5000,1.1781008486038072e-46
6000,2.1569735088269634e-46
7000,3.350193427787154e-46
8000,4.7461107112148265e-46
9000,6.339159865089447e-46
10000,8.126409594256833e-46
11000,1.0106196843746877e-45
12000,1.2277521092397959e-45
13000,1.4639751124296826e-45
14000,1.7192472754363825e-45
15000,1.9935405072119074e-45
16000,2.2868352106286504e-45
17000,2.5991173770264312e-45
18000,2.9303767774493887e-45
19000,3.28060580178145e-45
20000,3.6497986935097266e-45
21000,4.03795103320222e-45
22000,4.4450593824290346e-45
23000,4.8711210335982325e-45
24000,5.316133831174023e-45
25000,5.780096041913695e-45
26000,6.263006259343919e-45
27000,6.764863332527509e-45
28000,7.285666312309627e-45
29000,7.825414410308009e-45
30000,8.384106967307613e-45
31000,8.961743428673352e-45
32000,9.558323325054815e-45
33000,1.0173846257120111e-44
34000,1.0808311883385305e-44
35000,1.1461719910442239e-44
36000,1.2134070085059432e-44
37000,1.2825362187756742e-44
38000,1.3535596027547633e-44
39000,1.426477143761281e-44
40000,1.5012888271721254e-44
41000,1.5779946401254688e-44
42000,1.6565945712721946e-44
43000,1.7370886105673155e-44
44000,1.819476749094194e-44
45000,1.9037589789157903e-44
46000,1.9899352929483012e-44
47000,2.0780056848534148e-44
48000,2.1679701489461034e-44
49000,2.2598286801154626e-44
50000,2.3535812737565136e-44
51000,2.449227925711276e-44
52000,2.5467686322176875e-44
53000,2.64620338986522e-44
54000,2.747532195556181e-44
55000,2.8507550464719023e-44
56000,2.9558719400431144e-44
57000,3.062882873923926e-44
58000,3.1717878459689206e-44
59000,3.2825868542129413e-44
60000,3.3952798968532173e-44
61000,3.509866972233525e-44
62000,3.6263480788301207e-44
63000,3.744723215239224e-44
64000,3.8649923801658637e-44
65000,3.9871555724139064e-44
66000,4.1112127908771437e-44
67000,4.237164034531302e-44
68000,4.3650093024268604e-44
69000,4.494748593682601e-44
70000,4.626381907479802e-44
71000,4.759909243056984e-44
72000,4.895330599705181e-44
73000,5.032645976763649e-44
74000,5.171855373615989e-44
75000,5.312958789686614e-44
76000,5.455956224437559e-44
77000,5.600847677365561e-44
78000,5.74763314799941e-44
79000,5.896312635897525e-44
80000,6.04688614064576e-44
81000,6.199353661855363e-44
82000,6.35371519916115e-44
83000,6.509970752219799e-44
84000,6.668120320708302e-44
85000,6.828163904322537e-44
86000,6.990101502775965e-44
87000,7.153933115798414e-44
88000,7.319658743134982e-44
89000,7.487278384544994e-44
90000,7.656792039801084e-44
91000,7.828199708688305e-44
92000,8.001501391003327e-44
93000,8.176697086553693e-44
94000,8.353786795157128e-44
95000,8.532770516640899e-44
96000,8.713648250841227e-44
97000,8.896419997602728e-44
98000,9.081085756777904e-44
99000,9.267645528226667e-44
100000,9.456099311815905e-44
101000,9.646447107419059e-44
102000,9.838688914915738e-44
103000,1.0032824734191378e-43
104000,1.0228854565136887e-43
105000,1.0426778407648347e-43
106000,1.0626596261626718e-43
107000,1.0828308126977565e-43
108000,1.1031914003610808e-43
109000,1.1237413891440477e-43
