energy,dN/dE
1.0014903129657229,5.406369283460096e-08
2.0029806259314458,2.1584519240878336e-07
3.0044709388971684,4.847309095492294e-07
4.0059612518628915,8.601082937838152e-07
5.007451564828615,1.3413658329581638e-06
6.008941877794337,1.927893052780414e-06
7.01043219076006,2.619080516291984e-06
8.011922503725783,3.4143198232622144e-06
9.013412816691506,4.313003609504966e-06
10.01490312965723,5.31452554611504e-06
11.016393442622952,6.418280338622924e-06
12.017883755588674,7.623663726066297e-06
13.019374068554397,8.930072479976584e-06
14.02086438152012,1.0336904403280714e-05
15.022354694485843,1.1843558329115132e-05
16.023845007451566,1.3449434119554582e-05
17.025335320417287,1.5153932664253818e-05
18.026825633383012,1.6956455879003186e-05
19.028315946348734,1.8856406704200124e-05
20.02980625931446,2.0853189103237628e-05
21.03129657228018,2.2946208060813085e-05
22.032786885245905,2.5134869581160334e-05
23.034277198211626,2.7418580686210502e-05
24.035767511177347,2.9796749413685883e-05
25.037257824143072,3.22687848151352e-05
26.038748137108794,3.483409695391839e-05
27.04023845007452,3.749209690314936e-05
28.04172876304024,4.0242196743610165e-05
29.043219076005965,4.3083809561648886e-05
30.044709388971686,4.6016349447077945e-05
31.04619970193741,4.903923149108943e-05
32.04769001490313,5.215187178420845e-05
33.049180327868854,5.535368741430889e-05
34.050670640834575,5.864409646471422e-05
35.0521609538003,6.202251801241653e-05
36.053651266766025,6.548837212644379e-05
37.055141579731746,6.904107986641125e-05
38.05663189269747,7.268006328129736e-05
39.058122205663196,7.640474540848534e-05
40.05961251862892,8.021455027312179e-05
41.06110283159464,8.410890288783317e-05
42.06259314456036,8.80872292528647e-05
43.06408345752608,9.214895635668674e-05
44.06557377049181,9.62935121771347e-05
45.06706408345753,0.00010052032568313504
46.06855439642325,0.00010482882683707981
47.070044709388974,0.00010921844659790271
48.071535022354695,0.00011368861692491174
49.07302533532042,0.00011823877078241472
50.074515648286145,0.00012286834214517983
51.076005961251866,0.0001275767660047426
52.07749627421759,0.0001323634783765485
53.078986587183316,0.00013722791630791208
54.08047690014904,0.00014216951788671148
55.08196721311476,0.0001471877222507133
56.08345752608048,0.00015228196959736533
57.0849478390462,0.00015745170119383102
58.08643815201193,0.00016269635938697972
59.08792846497765,0.0001680153876129792
60.08941877794337,0.00017340823040605286
61.09090909090909,0.00017887433340593763
62.09239940387482,0.00018441314336352035
63.09388971684054,0.00019002410814416887
64.09538002980626,0.00019570667672832483
65.096870342772,0.0002014602992091473
66.09836065573771,0.0002072844267872212
67.09985096870344,0.00021317851176283216
68.10134128166915,0.00021914200752672832
69.10283159463488,0.0002251743685508253
70.1043219076006,0.00023127505038055219
71.10581222056632,0.00023744350963031684
72.10730253353205,0.00024367920398271715
73.10879284649776,0.0002499815921907637
74.11028315946349,0.0002563501340813873
75.11177347242922,0.00022451848400887047
76.11326378539493,0.00023011088924469337
77.11475409836066,0.00023576046902866
78.11624441132639,0.0002414668013679185
79.1177347242921,0.00024722946504945566
80.11922503725783,0.0002530480396407471
81.12071535022355,0.0002589221054904117
82.12220566318928,0.0002648512437288591
83.123695976155,0.00027083503626890745
84.12518628912072,0.00027687306580640895
85.12667660208645,0.0002829649158208355
86.12816691505216,0.00028911017057588315
87.12965722801789,0.0002953084151200298
88.13114754098362,0.00030155923528709386
89.13263785394933,0.00030786221769677445
90.13412816691506,0.0003142169497551658
91.13561847988078,0.0003206230196552637
92.1371087928465,0.0003270800163774386
93.13859910581223,0.00033358752968990174
94.14008941877795,0.00034014515014914364
95.14157973174368,0.0003467524691003376
96.14307004470939,0.00035340907867774444
97.14456035767512,0.0003601145718050639
98.14605067064085,0.0003668685421957857
99.14754098360656,0.0003736705843534829
100.14903129657229,0.0003805202935721075
101.15052160953802,0.0003874172659362376
102.15201192250373,0.00039436109832128197
103.15350223546946,0.00040135138839367994
104.15499254843517,0.0004083877346110384
105.1564828614009,0.0004154697362222501
106.15797317436663,0.00042259699326756034
107.15946348733235,0.00042976910657860525
108.16095380029807,0.0004369856777784011
109.16244411326379,0.00044424630928127835
110.16393442622952,0.00045155060429280275
111.16542473919525,0.00045889816680960336
112.16691505216096,0.0004662886016191927
113.16840536512669,0.00047372151429970767
114.1698956780924,0.0004811965112196028
115.17138599105813,0.0004887131995372847
116.17287630402386,0.0004962711872006974
117.17436661698957,0.0005038700829468295
118.1758569299553,0.000511509496301169
119.17734724292103,0.0005191890375770883
120.17883755588674,0.000526908317875147
121.18032786885247,0.0005346669490823403
122.18181818181819,0.0005424645438712613
123.18330849478392,0.0005503007156991767
124.18479880774964,0.0005581750788070427
125.18628912071536,0.000566087248218401
126.18777943368109,0.000574036839738221
127.1892697466468,0.0005820234699516248
128.19076005961253,0.0005900467562225272
129.19225037257826,0.0005981063166921702
130.193740685544,0.0006062017702775438
131.1952309985097,0.0006143327366697359
132.19672131147541,0.0006224988363321102
133.19821162444114,0.0006306996904984336
134.19970193740687,0.0006389349211708311
135.2011922503726,0.0006472041511176291
136.2026825633383,0.0015955070038710909
137.20417287630403,0.0006638431037249934
138.20566318926976,0.0006722120757320642
139.20715350223549,0.0006806135457012953
140.2086438152012,0.0006890471401950903
141.2101341281669,0.0006975124865262525
142.21162444113264,0.0007060092127548402
143.21311475409837,0.0007145369476848302
144.2146050670641,0.00072309532086062
145.21609538002983,0.0007316839625633591
146.21758569299553,0.0007403025038071156
147.21907600596126,0.0007489505763348059
148.22056631892698,0.0007576278126139982
149.2220566318927,0.0007663338458324782
150.22354694485844,0.0007750683098936212
151.22503725782417,0.0007838308394115708
152.22652757078987,0.0007926210697061873
153.2280178837556,0.0008014386367977936
154.22950819672133,0.0008102831774017029
155.23099850968705,0.000819154328922502
156.23248882265278,0.000828051729448123
157.23397913561848,0.0008369750177436871
158.2354694485842,0.0008459238332450804
159.23695976154994,0.0008548978160523243
160.23845007451567,0.000863896606922693
161.2399403874814,0.0008729198472635783
162.2414307004471,0.0008819671791251236
163.24292101341283,0.0008910382451925991
164.24441132637855,0.0009001326887785538
165.24590163934428,0.0009092501538147177
166.24739195231,0.0009183902848436443
167.2488822652757,0.0009275527270101568
168.25037257824144,0.000936737126052558
169.25186289120717,0.0009459431282935947
170.2533532041729,0.0009551703806312576
171.25484351713862,0.0009644185305293509
172.25633383010432,0.0009736872260078964
173.25782414307005,0.0009829761156333978
174.25931445603578,0.0009922848485089124
175.2608047690015,0.001001613074264048
176.26229508196724,0.0010109604430448842
177.26378539493294,0.001020326605503797
178.26527570789867,0.0010297112127892897
179.2667660208644,0.0010391139165358677
180.26825633383012,0.0010485343688539555
181.26974664679585,0.001057972222319974
182.27123695976155,0.001067427129966592
183.27272727272728,0.0010768987452732545
184.274217585693,0.001086386722157035
185.27570789865874,0.0010958907149639463
186.27719821162447,0.0011054103784607352
187.27868852459017,0.0011149453678273285
188.2801788375559,0.0011244953386500686
189.28166915052162,0.0011340599469157444
